"","�..CPC1.digit","CPC1.digit.name","CPC.2.digits","CPC.2.digit.name","CPC.3.digits","CPC.3.digit.name","CPC.4.digits","CPC4.digit.name","CPC5.digits","CPC5.digit.name"
"1","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0111","Wheat","01111","Wheat, seed"
"2","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0111","Wheat","01112","Wheat, other"
"4","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0112","Maize (corn)","01121","Maize (corn), seed"
"5","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0112","Maize (corn)","01122","Maize (corn), other"
"7","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0113","Rice","01131","Rice, seed"
"8","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0113","Rice","01132","Rice paddy, other (not husked)"
"10","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0114","Sorghum","01141","Sorghum, seed"
"11","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0114","Sorghum","01142","Sorghum, other"
"13","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0115","Barley","01151","Barley, seed"
"14","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0115","Barley","01152","Barley, other"
"16","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0116","Rye","01161","Rye, seed"
"17","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0116","Rye","01162","Rye, other"
"19","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0117","Oats","01171","Oats, seed"
"20","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0117","Oats","01172","Oats, other"
"22","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0118","Millet","01181","Millet, seed"
"23","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0118","Millet","01182","Millet, other"
"25","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0119","Other cereals","01191","Triticale"
"26","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0119","Other cereals","01192","Buckwheat"
"27","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0119","Other cereals","01193","Fonio"
"28","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0119","Other cereals","01194","Quinoa"
"29","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0119","Other cereals","01195","Canary seed"
"30","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","011","Cereals","0119","Other cereals","01199","Other cereals n.e.c."
"33","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0121","Leafy or stem vegetables","01211","Asparagus"
"34","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0121","Leafy or stem vegetables","01212","Cabbages"
"35","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0121","Leafy or stem vegetables","01213","Cauliflowers and broccoli"
"36","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0121","Leafy or stem vegetables","01214","Lettuce and chicory"
"37","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0121","Leafy or stem vegetables","01215","Spinach"
"38","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0121","Leafy or stem vegetables","01216","Artichokes"
"39","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0121","Leafy or stem vegetables","01219","Other leafy or stem vegetables"
"41","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0122","Melons","01221","Watermelons"
"42","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0122","Melons","01229","Cantaloupes and other melons"
"44","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0123","Fruit-bearing vegetables","01231","Chillies and peppers, green (<i>Capsicum</i> spp. and <i>Pimenta</i> spp.)"
"45","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0123","Fruit-bearing vegetables","01232","Cucumbers and gherkins"
"46","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0123","Fruit-bearing vegetables","01233","Eggplants (aubergines)"
"47","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0123","Fruit-bearing vegetables","01234","Tomatoes"
"48","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0123","Fruit-bearing vegetables","01235","Pumpkins, squash and gourds"
"49","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0123","Fruit-bearing vegetables","01239","Other fruit-bearing vegetables"
"51","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0124","Green leguminous vegetables","01241","Beans, green"
"52","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0124","Green leguminous vegetables","01242","Peas, green"
"53","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0124","Green leguminous vegetables","01243","Broad beans and horse beans, green"
"54","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0124","Green leguminous vegetables","01249","Other green leguminous vegetables"
"56","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0125","Root, bulb or tuberous vegetables","01251","Carrots and turnips"
"57","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0125","Root, bulb or tuberous vegetables","01252","Green garlic"
"58","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0125","Root, bulb or tuberous vegetables","01253","Onions"
"59","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0125","Root, bulb or tuberous vegetables","01254","Leeks and other alliaceous vegetables"
"60","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0125","Root, bulb or tuberous vegetables","01259","Other root, bulb and tuberous vegetables, n.e.c."
"62","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0126","Vegetable seeds, except beet seeds","01260","Vegetable seeds, except beet seeds"
"64","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0127","Mushrooms and truffles","01270","Mushrooms and truffles"
"66","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","012","Vegetables","0129","Vegetables, fresh, n.e.c.","01290","Vegetables, fresh, n.e.c."
"69","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01311","Avocados"
"70","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01312","Bananas"
"71","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01313","Plantains and cooking bananas"
"72","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01314","Dates"
"73","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01315","Figs"
"74","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01316","Mangoes, guavas and mangosteens"
"75","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01317","Papayas"
"76","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01318","Pineapples"
"77","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0131","Tropical and subtropical fruits","01319","Other tropical and subtropical fruits, n.e.c."
"79","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0132","Citrus fruits","01321","Pomelos and grapefruits"
"80","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0132","Citrus fruits","01322","Lemons and limes"
"81","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0132","Citrus fruits","01323","Oranges"
"82","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0132","Citrus fruits","01324","Tangerines, mandarins, clementines"
"83","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0132","Citrus fruits","01329","Other citrus fruit, n.e.c."
"85","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0133","Grapes","01330","Grapes"
"87","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0134","Pome fruits and stone fruits","01341","Apples"
"88","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0134","Pome fruits and stone fruits","01342","Pears and quinces"
"89","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0134","Pome fruits and stone fruits","01343","Apricots"
"90","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0134","Pome fruits and stone fruits","01344","Cherries"
"91","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0134","Pome fruits and stone fruits","01345","Peaches and nectarines"
"92","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0134","Pome fruits and stone fruits","01346","Plums and sloes"
"93","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0134","Pome fruits and stone fruits","01349","Other pome fruits and stone fruits"
"95","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0135","Berries and other fruits","01351","Currants and gooseberries"
"96","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0135","Berries and other fruits","01352","Kiwi fruit"
"97","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0135","Berries and other fruits","01353","Raspberries, blackberries, mulberries and loganberries"
"98","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0135","Berries and other fruits","01354","Strawberries"
"99","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0135","Berries and other fruits","01355","Other berries; fruits of the genus <i>Vaccinium</i>"
"100","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0135","Berries and other fruits","01356","Locust beans (carobs)"
"101","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0135","Berries and other fruits","01359","Other fruits, n.e.c."
"103","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0136","Fruit seeds","01360","Fruit seeds"
"105","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0137","Nuts (excluding wild edible nuts and groundnuts), in shell","01371","Almonds, in shell"
"106","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0137","Nuts (excluding wild edible nuts and groundnuts), in shell","01372","Cashew nuts, in shell"
"107","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0137","Nuts (excluding wild edible nuts and groundnuts), in shell","01373","Chestnuts, in shell"
"108","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0137","Nuts (excluding wild edible nuts and groundnuts), in shell","01374","Hazelnuts, in shell"
"109","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0137","Nuts (excluding wild edible nuts and groundnuts), in shell","01375","Pistachios, in shell"
"110","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0137","Nuts (excluding wild edible nuts and groundnuts), in shell","01376","Walnuts, in shell"
"111","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0137","Nuts (excluding wild edible nuts and groundnuts), in shell","01377","Brazil nuts, in shell"
"112","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","013","Fruits and nuts","0137","Nuts (excluding wild edible nuts and groundnuts), in shell","01379","Other nuts (excluding wild edible nuts and groundnuts), in shell"
"115","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0141","Soya beans","01411","Soya beans, seed for planting"
"116","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0141","Soya beans","01412","Soya beans, other"
"118","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0142","Groundnuts, excluding shelled","01421","Groundnuts, seed for planting"
"119","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0142","Groundnuts, excluding shelled","01422","Groundnuts, in shell"
"121","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0143","Cottonseed","01431","Cottonseed, seed for planting"
"122","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0143","Cottonseed","01432","Cottonseed, other"
"124","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01441","Linseed"
"125","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01442","Mustard seed"
"126","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01443","Rape or colza seed"
"127","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01444","Sesame seed"
"128","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01445","Sunflower seed"
"129","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01446","Safflower seed"
"130","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01447","Castor oil seeds"
"131","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01448","Poppy seed"
"132","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0144","Other oilseeds","01449","Other oilseeds, n.e.c."
"134","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0145","Olives","01450","Olives"
"136","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0146","Coconuts, in shell","01460","Coconuts, in shell"
"138","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0149","Other oleaginous fruits","01491","Palm nuts and kernels"
"139","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0149","Other oleaginous fruits","01492","Copra"
"140","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","014","Oilseeds and oleaginous fruits","0149","Other oleaginous fruits","01499","Other oleaginous fruits, n.e.c."
"143","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","015","Edible roots and tubers with high starch or inulin content","0151","Potatoes","01510","Potatoes"
"145","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","015","Edible roots and tubers with high starch or inulin content","0152","Cassava","01520","Cassava"
"147","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","015","Edible roots and tubers with high starch or inulin content","0153","Sweet potatoes","01530","Sweet potatoes"
"149","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","015","Edible roots and tubers with high starch or inulin content","0154","Yams","01540","Yams"
"151","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","015","Edible roots and tubers with high starch or inulin content","0155","Taro","01550","Taro "
"153","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","015","Edible roots and tubers with high starch or inulin content","0159","Other edible roots and tubers with high starch or inulin content","01591","Yautia"
"154","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","015","Edible roots and tubers with high starch or inulin content","0159","Other edible roots and tubers with high starch or inulin content","01599","Other edible roots and tubers with high starch or inulin content, n.e.c."
"157","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0161","Coffee, green","01610","Coffee, green"
"159","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0162","Tea leaves","01620","Tea leaves"
"161","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0163","Maté leaves","01630","Maté leaves"
"163","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0164","Cocoa beans","01640","Cocoa beans"
"165","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01651","Pepper (<i>Piper</i> spp.), raw"
"166","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01652","Chillies and peppers, dry (<i>Capsicum</i> spp., <i>Pimenta</i> spp.), raw"
"167","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01653","Nutmeg, mace, cardamoms, raw"
"168","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01654","Anise, badian, coriander, cumin, caraway, fennel and juniper berries, raw"
"169","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01655","Cinnamon and cinnamon-tree flowers, raw"
"170","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01656","Cloves (whole stems), raw"
"171","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01657","Ginger, raw"
"172","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01658","Vanilla, raw"
"173","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0165","Spice and aromatic crops, raw","01659","Hop cones"
"175","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0169","Stimulant, spice and aromatic crops, n.e.c.","01691","Chicory roots"
"176","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","016","Stimulant, spice and aromatic crops","0169","Stimulant, spice and aromatic crops, n.e.c.","01699","Other stimulant, spice and aromatic crops, n.e.c."
"179","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01701","Beans, dry"
"180","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01702","Broad beans and horse beans, dry"
"181","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01703","Chick peas, dry"
"182","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01704","Lentils, dry"
"183","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01705","Peas, dry"
"184","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01706","Cow peas, dry"
"185","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01707","Pigeon peas, dry"
"186","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01708","Bambara beans, dry"
"187","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","017","Pulses (dried leguminous vegetables)","0170","Pulses (dried leguminous vegetables)","01709","Pulses, n.e.c."
"190","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","018","Sugar crops","0180","Sugar crops","01801","Sugar beet"
"191","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","018","Sugar crops","0180","Sugar crops","01802","Sugar cane"
"192","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","018","Sugar crops","0180","Sugar crops","01803","Sugar beet seeds"
"193","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","018","Sugar crops","0180","Sugar crops","01809","Other sugar crops n.e.c."
"196","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0191","Forage products","01911","Maize for forage and silage"
"197","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0191","Forage products","01912","Alfalfa for forage and silage"
"198","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0191","Forage products","01913","Cereal straw, husks, unprepared, ground, pressed, or in the form of pellets"
"199","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0191","Forage products","01919","Forage products, n.e.c."
"201","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0192","Fibre crops","01921","Cotton, whether or not ginned"
"202","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0192","Fibre crops","01922","Jute, kenaf, and other textile bast fibres, raw or retted, except flax, true hemp and ramie"
"203","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0192","Fibre crops","01929","Other fibre crops, raw, n.e.c."
"205","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0193","Plants and parts of plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes","01930","Plants and parts of plants used primarily in perfumery, in pharmacy, or for insecticidal, fungicidal or similar purposes"
"207","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0194","Beet seeds (excluding sugar beet seeds) and seeds of forage plants","01940","Beet seeds (excluding sugar beet seeds) and seeds of forage plants"
"209","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0195","Natural rubber in primary forms or in plates, sheets or strip","01950","Natural rubber in primary forms or in plates, sheets or strip"
"211","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0196","Living plants; cut flowers and flower buds; flower seeds","01961","Live plants; bulbs, tubers and roots; cuttings and slips; mushroom spawn"
"212","0","Agriculture, forestry and fishery products","01","Products of agriculture, horticulture and market gardening","019","Forage products; fibre crops; plants used in perfumery, pharmacy, or for insecticidal, fungicidal or similar purposes; beet, forage plant and flower seeds; natural rubber; living plants, cut flowers and flower buds; unmanufactured tobacco; other raw vegetable materials","0196","Living plants; cut flowers and flower buds; flower seeds","01962","Cut flowers and flower buds including bouquets, wreaths, floral baskets and similar articles"
