"","�..CPC1.digit","CPC1.digit.name","CPC.2.digits","CPC.2.digit.name","CPC.3.digits","CPC.3.digit.name","CPC.4.digits","CPC4.digit.name","CPC5.digits","CPC5.digit.name"
"3100","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6232","Mail order or Internet retail trade services, of food, beverages and tobacco","62327","Mail order or Internet retail trade services, of coffee, tea and spices"
"3101","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6232","Mail order or Internet retail trade services, of food, beverages and tobacco","62328","Mail order or Internet retail trade services, of tobacco products"
"3102","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6232","Mail order or Internet retail trade services, of food, beverages and tobacco","62329","Mail order or Internet retail trade services, of food products n.e.c."
"3104","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6233","Mail order or Internet retail trade services, of textiles, clothing and footwear","62331","Mail order or Internet retail trade services, of yarn and fabrics"
"3105","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6233","Mail order or Internet retail trade services, of textiles, clothing and footwear","62332","Mail order or Internet retail trade services, of household linens, curtains, net curtains and diverse household articles of textile materials"
"3106","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6233","Mail order or Internet retail trade services, of textiles, clothing and footwear","62333","Mail order or Internet retail trade services, of articles of clothing, articles of fur and clothing accessories"
"3107","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6233","Mail order or Internet retail trade services, of textiles, clothing and footwear","62334","Mail order or Internet retail trade services, of footwear"
"3109","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6234","Mail order or Internet retail trade services, of household appliances, articles and equipment","62341","Mail order or Internet retail trade services, of household furniture"
"3110","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6234","Mail order or Internet retail trade services, of household appliances, articles and equipment","62342","Mail order or Internet retail trade services, of radio and television equipment and recorded audio and video disks and tapes"
"3111","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6234","Mail order or Internet retail trade services, of household appliances, articles and equipment","62343","Mail order or Internet retail trade services, of articles for lighting"
"3112","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6234","Mail order or Internet retail trade services, of household appliances, articles and equipment","62344","Mail order or Internet retail trade services, of household appliances"
"3113","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6234","Mail order or Internet retail trade services, of household appliances, articles and equipment","62345","Mail order or Internet retail trade services, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery"
"3114","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6234","Mail order or Internet retail trade services, of household appliances, articles and equipment","62346","Mail order or Internet retail trade services, of wickerwork, cork goods, cooper's ware and other wooden ware"
"3116","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6235","Mail order or Internet retail trade services, of miscellaneous consumer goods","62351","Mail order or Internet retail trade services, of books, newspapers, magazines and stationery"
"3117","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6235","Mail order or Internet retail trade services, of miscellaneous consumer goods","62352","Mail order or Internet retail trade services, of photographic, optical and precision equipment"
"3118","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6235","Mail order or Internet retail trade services, of miscellaneous consumer goods","62353","Mail order or Internet retail trade services, of games and toys"
"3119","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6235","Mail order or Internet retail trade services, of miscellaneous consumer goods","62354","Mail order or Internet retail trade services, of watches, clocks and jewellery"
"3120","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6235","Mail order or Internet retail trade services, of miscellaneous consumer goods","62355","Mail order or Internet retail trade services, of sports goods (incl. bicycles)"
"3121","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6235","Mail order or Internet retail trade services, of miscellaneous consumer goods","62356","Mail order or Internet retail trade services, of leather goods and travel accessories"
"3122","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6235","Mail order or Internet retail trade services, of miscellaneous consumer goods","62359","Mail order or Internet retail trade services, of miscellaneous consumer goods n.e.c."
"3124","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6236","Mail order or Internet retail trade services, of construction materials and hardware","62361","Mail order or Internet retail trade services, of construction materials and flat glass"
"3125","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6236","Mail order or Internet retail trade services, of construction materials and hardware","62362","Mail order or Internet retail trade services, of fittings, fixtures and ceramic sanitary fixtures"
"3126","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6236","Mail order or Internet retail trade services, of construction materials and hardware","62363","Mail order or Internet retail trade services, of wallpaper and floor coverings"
"3127","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6236","Mail order or Internet retail trade services, of construction materials and hardware","62364","Mail order or Internet retail trade services, of paints, varnishes and lacquers"
"3128","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6236","Mail order or Internet retail trade services, of construction materials and hardware","62365","Mail order or Internet retail trade services, of hardware and hand tools"
"3130","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6237","Mail order or Internet retail trade services, of chemical and pharmaceutical products","62372","Mail order or Internet retail trade services, of fertilizers and agrochemical products"
"3131","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6237","Mail order or Internet retail trade services, of chemical and pharmaceutical products","62373","Mail order or Internet retail trade services, of pharmaceutical products"
"3132","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6237","Mail order or Internet retail trade services, of chemical and pharmaceutical products","62374","Mail order or Internet retail trade services, of medical and orthopaedic goods"
"3133","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6237","Mail order or Internet retail trade services, of chemical and pharmaceutical products","62375","Mail order or Internet retail trade services, of perfumery articles, cosmetic articles and toilet soaps"
"3134","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6237","Mail order or Internet retail trade services, of chemical and pharmaceutical products","62376","Mail order or Internet retail trade services, of cleaning materials"
"3136","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62381","Mail order or Internet retail trade services, of motor vehicles, motorcycles, snowmobiles and related parts and accessories"
"3137","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62382","Mail order or Internet retail trade services, of other transport equipment, except bicycles"
"3138","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62383","Mail order or Internet retail trade services, of office machinery and equipment including office furniture"
"3139","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62384","Mail order or Internet retail trade services, of computers and packaged software"
"3140","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62385","Mail order or Internet retail trade services, of electronic and telecommunications equipment and parts"
"3141","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62386","Mail order or Internet retail trade services, of agricultural, lawn and garden machinery and equipment, including tractors"
"3142","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62387","Mail order or Internet retail trade services, of mining, construction and civil engineering machinery and equipment"
"3143","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62388","Mail order or Internet retail trade services, of other industry-specific machinery and equipment and related operating supplies"
"3144","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6238","Mail order or Internet retail trade services, of machinery, equipment and supplies","62389","Mail order or Internet retail trade services, of other machinery and equipment n.e.c."
"3146","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6239","Mail order or Internet trade services, of other products","62391","Mail order or Internet retail trade services, of solid, liquid and gaseous fuels and related products"
"3147","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6239","Mail order or Internet trade services, of other products","62394","Mail order or Internet retail trade services, of paper and paperboard"
"3148","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","623","Mail order or Internet retail trade services","6239","Mail order or Internet trade services, of other products","62399","Mail order or Internet retail trade services, of non-metallic minerals and other products n.e.c."
"3151","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6241","Other non-store retail trade services, of raw agricultural products and live animals","62411","Other non-store retail trade services, of grain and oilseeds and oleaginous fruits, seeds and animal feed"
"3152","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6241","Other non-store retail trade services, of raw agricultural products and live animals","62412","Other non-store retail trade services, of flowers and plants"
"3153","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6241","Other non-store retail trade services, of raw agricultural products and live animals","62414","Other non-store retail trade services, of live animals, including pet animals"
"3154","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6241","Other non-store retail trade services, of raw agricultural products and live animals","62415","Other non-store retail trade services, of hides, skins and leather"
"3155","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6241","Other non-store retail trade services, of raw agricultural products and live animals","62419","Other non-store retail trade services, of agricultural raw materials n.e.c."
"3157","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62421","Other non-store retail trade services, of fruits and vegetables"
"3158","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62422","Other non-store retail trade services, of dairy products, eggs and edible oils and fats"
"3159","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62423","Other non-store retail trade services, of meat, poultry and game"
"3160","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62424","Other non-store retail trade services, of fish and other seafood"
"3161","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62425","Other non-store retail trade services, of sugar confectionery and bakery products"
"3162","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62426","Other non-store retail trade services, of beverages"
"3163","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62427","Other non-store retail trade services, of coffee, tea and spices"
"3164","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62428","Other non-store retail trade services, of tobacco products"
"3165","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6242","Other non-store retail trade services, of food, beverages and tobacco","62429","Other non-store retail trade services, of food products n.e.c."
"3167","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6243","Other non-store retail trade services, of textiles, clothing and footwear","62431","Other non-store retail trade services, of yarn and fabrics"
"3168","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6243","Other non-store retail trade services, of textiles, clothing and footwear","62432","Other non-store retail trade services, of household linens, curtains, net curtains and diverse household articles of textile materials"
"3169","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6243","Other non-store retail trade services, of textiles, clothing and footwear","62433","Other non-store retail trade services, of articles of clothing, articles of fur and clothing accessories"
"3170","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6243","Other non-store retail trade services, of textiles, clothing and footwear","62434","Other non-store retail trade services, of footwear"
"3172","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6244","Other non-store retail trade services, of household appliances, articles and equipment","62441","Other non-store retail trade services, of household furniture"
"3173","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6244","Other non-store retail trade services, of household appliances, articles and equipment","62442","Other non-store retail trade services, of radio and television equipment and recorded audio and video disks and tapes"
"3174","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6244","Other non-store retail trade services, of household appliances, articles and equipment","62443","Other non-store retail trade services, of articles for lighting"
"3175","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6244","Other non-store retail trade services, of household appliances, articles and equipment","62444","Other non-store retail trade services, of household appliances"
"3176","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6244","Other non-store retail trade services, of household appliances, articles and equipment","62445","Other non-store retail trade services, of miscellaneous household utensils, cutlery, crockery, glassware, china and pottery"
"3177","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6244","Other non-store retail trade services, of household appliances, articles and equipment","62446","Other non-store retail trade services, of wickerwork, cork goods, cooper's ware and other wooden ware"
"3179","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6245","Other non-store retail trade services, of miscellaneous consumer goods","62451","Other non-store retail trade services, of books, newspapers, magazines and stationery"
"3180","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6245","Other non-store retail trade services, of miscellaneous consumer goods","62452","Other non-store retail trade services, of photographic, optical and precision equipment"
"3181","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6245","Other non-store retail trade services, of miscellaneous consumer goods","62453","Other non-store retail trade services, of games and toys"
"3182","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6245","Other non-store retail trade services, of miscellaneous consumer goods","62454","Other non-store retail trade services, of watches, clocks and jewellery"
"3183","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6245","Other non-store retail trade services, of miscellaneous consumer goods","62455","Other non-store retail trade services, of sports goods (incl. bicycles)"
"3184","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6245","Other non-store retail trade services, of miscellaneous consumer goods","62456","Other non-store retail trade services, of leather goods and travel accessories"
"3185","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6245","Other non-store retail trade services, of miscellaneous consumer goods","62459","Other non-store retail trade services, of miscellaneous consumer goods n.e.c."
"3187","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6246","Other non-store retail trade services, of construction materials and hardware","62461","Other non-store retail trade services, of construction materials and flat glass"
"3188","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6246","Other non-store retail trade services, of construction materials and hardware","62462","Other non-store retail trade services, of fittings, fixtures and ceramic sanitary fixtures"
"3189","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6246","Other non-store retail trade services, of construction materials and hardware","62463","Other non-store retail trade services, of wallpaper and floor coverings"
"3190","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6246","Other non-store retail trade services, of construction materials and hardware","62464","Other non-store retail trade services, of paints, varnishes and lacquers"
"3191","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6246","Other non-store retail trade services, of construction materials and hardware","62465","Other non-store retail trade services, of hardware and hand tools"
"3193","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6247","Other non-store retail trade services, of chemical and pharmaceutical products","62472","Other non-store retail trade services, of fertilizers and agrochemical products"
"3194","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6247","Other non-store retail trade services, of chemical and pharmaceutical products","62473","Other non-store retail trade services, of pharmaceutical products"
"3195","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6247","Other non-store retail trade services, of chemical and pharmaceutical products","62474","Other non-store retail trade services, of medical and orthopaedic goods"
"3196","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6247","Other non-store retail trade services, of chemical and pharmaceutical products","62475","Other non-store retail trade services, of perfumery articles, cosmetic articles and toilet soaps"
"3197","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6247","Other non-store retail trade services, of chemical and pharmaceutical products","62476","Other non-store retail trade services, of cleaning materials"
"3199","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62481","Other non-store retail trade services, of motor vehicles, motorcycles, snowmobiles and related parts and accessories"
"3200","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62482","Other non-store retail trade services, of other transport equipment, except bicycles"
"3201","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62483","Other non-store retail trade services, of office machinery and equipment including office furniture"
"3202","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62484","Other non-store retail trade services, of computers and packaged software"
"3203","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62485","Other non-store retail trade services, of electronic and telecommunications equipment and parts"
"3204","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62486","Other non-store retail trade services, of agricultural, lawn and garden machinery and equipment, including tractors"
"3205","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62487","Other non-store retail trade services, of mining, construction and civil engineering machinery and equipment"
"3206","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62488","Other non-store retail trade services, of other industry-specific machinery and equipment and related operating supplies"
"3207","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6248","Other non-store retail trade services, of machinery, equipment and supplies","62489","Other non-store retail trade services, of other machinery and equipment n.e.c."
"3209","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6249","Other non-store retail trade services, of other products","62491","Other non-store retail trade services, of solid, liquid and gaseous fuels and related products"
"3210","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6249","Other non-store retail trade services, of other products","62494","Other non-store retail trade services, of paper and paperboard"
"3211","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6249","Other non-store retail trade services, of other products","62497","Other non-store retail trade services, of electricity"
"3212","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6249","Other non-store retail trade services, of other products","62498","Other non-store retail trade services, of water"
"3213","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","624","Other non-store retail trade services","6249","Other non-store retail trade services, of other products","62499","Other non-store retail trade services, of non-metallic minerals and other products n.e.c."
"3216","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6251","Retail trade services on a fee or contract basis, of raw agricultural products and live animals","62511","Retail trade services on a fee or contract basis, of grains and oilseeds and oleaginous fruits, seeds and animal feed"
"3217","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6251","Retail trade services on a fee or contract basis, of raw agricultural products and live animals","62512","Retail trade services on a fee or contract basis, of flowers and plants"
"3218","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6251","Retail trade services on a fee or contract basis, of raw agricultural products and live animals","62514","Retail trade services on a fee or contract basis, of live animals, including pet animals"
"3219","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6251","Retail trade services on a fee or contract basis, of raw agricultural products and live animals","62515","Retail trade services on a fee or contract basis, of hides, skins and leather"
"3220","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6251","Retail trade services on a fee or contract basis, of raw agricultural products and live animals","62519","Retail trade services on a fee or contract basis, of agricultural raw materials n.e.c."
"3222","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6252","Retail trade services on a fee or contract basis, of food, beverages and tobacco","62521","Retail trade services on a fee or contract basis, of fruits and vegetables"
"3223","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6252","Retail trade services on a fee or contract basis, of food, beverages and tobacco","62522","Retail trade services on a fee or contract basis, of dairy products, eggs and edible oils and fats"
"3224","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6252","Retail trade services on a fee or contract basis, of food, beverages and tobacco","62523","Retail trade services on a fee or contract basis, of meat, poultry and game"
"3225","6","Distributive trade services; accommodation, food and beverage serving services; transport services; and electricity, gas and water distribution services","62","Retail trade services","625","Retail trade services on a fee or contract basis","6252","Retail trade services on a fee or contract basis, of food, beverages and tobacco","62524","Retail trade services on a fee or contract basis, of fish and other seafood"
